Sentença	Id	Origem	Classe
Em uma fila a operação de movimentação ocorre em qual extremidade ?	20_pert_9	20	0
Em uma fila a operação de abertura ocorre em qual extremidade ?	20_pert_10	20	0
Em uma fila a operação de ligação ocorre em qual extremidade ?	20_pert_11	20	0
Em uma fila a operação de corte ocorre em qual extremidade ?	20_pert_12	20	0
Em uma fila a operação de adição ocorre em qual extremidade ?	20_pert_13	20	0
Em uma fila a operação de aproximação ocorre em qual extremidade ?	20_pert_14	20	0
Em uma fila a operação de espera ocorre em qual extremidade ?	20_pert_15	20	0
Em uma fila a operação de troca ocorre em qual extremidade ?	20_pert_16	20	0
Em uma fila a operação de chegada ocorre em qual extremidade ?	20_pert_17	20	0
Em uma fila a operação de conexão ocorre em qual extremidade ?	20_pert_18	20	0
Em uma fila a operação de partida ocorre em qual extremidade ?	20_pert_19	20	0
