Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentence
suspended	VERB	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	1	8	191	Where was Christina Christian at when she was suspended from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	9	192	Where was Christina Christian at when she was suspended from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	10	193	Where was Christina Christian at when she was suspended from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	11	194	Where was Christina Christian at when she was suspended from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was suspended from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	0	196	Where was Christina Christian at when she was stolen from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	1	197	Where was Christina Christian at when she was stolen from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	2	198	Where was Christina Christian at when she was stolen from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	3	199	Where was Christina Christian at when she was stolen from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	4	200	Where was Christina Christian at when she was stolen from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	5	201	Where was Christina Christian at when she was stolen from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	6	202	Where was Christina Christian at when she was stolen from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	7	203	Where was Christina Christian at when she was stolen from the show ?
stolen	VERB	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	1	8	204	Where was Christina Christian at when she was stolen from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	9	205	Where was Christina Christian at when she was stolen from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	10	206	Where was Christina Christian at when she was stolen from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	11	207	Where was Christina Christian at when she was stolen from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was stolen from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	0	209	Where was Christina Christian at when she was sacked from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	1	210	Where was Christina Christian at when she was sacked from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	2	211	Where was Christina Christian at when she was sacked from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	3	212	Where was Christina Christian at when she was sacked from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	4	213	Where was Christina Christian at when she was sacked from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	5	214	Where was Christina Christian at when she was sacked from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	6	215	Where was Christina Christian at when she was sacked from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	7	216	Where was Christina Christian at when she was sacked from the show ?
sacked	VERB	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	1	8	217	Where was Christina Christian at when she was sacked from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	9	218	Where was Christina Christian at when she was sacked from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	10	219	Where was Christina Christian at when she was sacked from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	11	220	Where was Christina Christian at when she was sacked from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was sacked from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	0	222	Where was Christina Christian at when she was released from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	1	223	Where was Christina Christian at when she was released from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	2	224	Where was Christina Christian at when she was released from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	3	225	Where was Christina Christian at when she was released from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	4	226	Where was Christina Christian at when she was released from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	5	227	Where was Christina Christian at when she was released from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	6	228	Where was Christina Christian at when she was released from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	7	229	Where was Christina Christian at when she was released from the show ?
released	VERB	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	1	8	230	Where was Christina Christian at when she was released from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	9	231	Where was Christina Christian at when she was released from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	10	232	Where was Christina Christian at when she was released from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	11	233	Where was Christina Christian at when she was released from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was released from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	0	235	Where was Christina Christian at when she was kidnapped from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	1	236	Where was Christina Christian at when she was kidnapped from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	2	237	Where was Christina Christian at when she was kidnapped from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	3	238	Where was Christina Christian at when she was kidnapped from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	4	239	Where was Christina Christian at when she was kidnapped from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	5	240	Where was Christina Christian at when she was kidnapped from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	6	241	Where was Christina Christian at when she was kidnapped from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	7	242	Where was Christina Christian at when she was kidnapped from the show ?
kidnapped	VERB	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	1	8	243	Where was Christina Christian at when she was kidnapped from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	9	244	Where was Christina Christian at when she was kidnapped from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	10	245	Where was Christina Christian at when she was kidnapped from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	11	246	Where was Christina Christian at when she was kidnapped from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was kidnapped from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	0	248	Where was Christina Christian at when she was stealing from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	1	249	Where was Christina Christian at when she was stealing from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	2	250	Where was Christina Christian at when she was stealing from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	3	251	Where was Christina Christian at when she was stealing from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	4	252	Where was Christina Christian at when she was stealing from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	5	253	Where was Christina Christian at when she was stealing from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	6	254	Where was Christina Christian at when she was stealing from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	7	255	Where was Christina Christian at when she was stealing from the show ?
stealing	VERB	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	1	8	256	Where was Christina Christian at when she was stealing from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	9	257	Where was Christina Christian at when she was stealing from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	10	258	Where was Christina Christian at when she was stealing from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	11	259	Where was Christina Christian at when she was stealing from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was stealing from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	0	261	Where was Christina Christian at when she was home from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	1	262	Where was Christina Christian at when she was home from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	2	263	Where was Christina Christian at when she was home from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	3	264	Where was Christina Christian at when she was home from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	4	265	Where was Christina Christian at when she was home from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	5	266	Where was Christina Christian at when she was home from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	6	267	Where was Christina Christian at when she was home from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	7	268	Where was Christina Christian at when she was home from the show ?
home	ADV	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	1	8	269	Where was Christina Christian at when she was home from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	9	270	Where was Christina Christian at when she was home from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	10	271	Where was Christina Christian at when she was home from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	11	272	Where was Christina Christian at when she was home from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was home from the show ?
