Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Sentença
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_10	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	137	0	Qual o perfil de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_10	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	138	0	Qual o perfil de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_10	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	139	0	Qual o perfil de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_10	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	140	0	Qual o perfil de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_10	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	141	0	Qual o perfil de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_10	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	142	0	Qual o perfil de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_10	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	143	0	Qual o perfil de um crédito na maioria das universidades ?
Qual o perfil de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_10	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o perfil de um crédito na maioria das universidades ?
Qual	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	0	145	0	Qual o benefício de um crédito na maioria das universidades ?
o	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	1	146	0	Qual o benefício de um crédito na maioria das universidades ?
benefício	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	1	2	147	0	Qual o benefício de um crédito na maioria das universidades ?
de	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	3	148	0	Qual o benefício de um crédito na maioria das universidades ?
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	149	0	Qual o benefício de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	150	0	Qual o benefício de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	151	0	Qual o benefício de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	152	0	Qual o benefício de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	153	0	Qual o benefício de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	154	0	Qual o benefício de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	155	0	Qual o benefício de um crédito na maioria das universidades ?
Qual o benefício de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_11	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o benefício de um crédito na maioria das universidades ?
Qual	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	0	157	0	Qual o histórico de um crédito na maioria das universidades ?
o	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	1	158	0	Qual o histórico de um crédito na maioria das universidades ?
histórico	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	1	2	159	0	Qual o histórico de um crédito na maioria das universidades ?
de	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	3	160	0	Qual o histórico de um crédito na maioria das universidades ?
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	161	0	Qual o histórico de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	162	0	Qual o histórico de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	163	0	Qual o histórico de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	164	0	Qual o histórico de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	165	0	Qual o histórico de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	166	0	Qual o histórico de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	167	0	Qual o histórico de um crédito na maioria das universidades ?
Qual o histórico de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_12	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o histórico de um crédito na maioria das universidades ?
Qual	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	0	169	0	Qual o problema de um crédito na maioria das universidades ?
o	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	1	170	0	Qual o problema de um crédito na maioria das universidades ?
problema	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	1	2	171	0	Qual o problema de um crédito na maioria das universidades ?
de	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	3	172	0	Qual o problema de um crédito na maioria das universidades ?
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	173	0	Qual o problema de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	174	0	Qual o problema de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	175	0	Qual o problema de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	176	0	Qual o problema de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	177	0	Qual o problema de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	178	0	Qual o problema de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	179	0	Qual o problema de um crédito na maioria das universidades ?
Qual o problema de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_13	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o problema de um crédito na maioria das universidades ?
Qual	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	0	181	0	Qual o percentual de um crédito na maioria das universidades ?
o	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	1	182	0	Qual o percentual de um crédito na maioria das universidades ?
percentual	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	1	2	183	0	Qual o percentual de um crédito na maioria das universidades ?
de	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	3	184	0	Qual o percentual de um crédito na maioria das universidades ?
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	185	0	Qual o percentual de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	186	0	Qual o percentual de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	187	0	Qual o percentual de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	188	0	Qual o percentual de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	189	0	Qual o percentual de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	190	0	Qual o percentual de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	191	0	Qual o percentual de um crédito na maioria das universidades ?
Qual o percentual de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_14	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o percentual de um crédito na maioria das universidades ?
Qual	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	0	193	0	Qual o peso de um crédito na maioria das universidades ?
o	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	1	194	0	Qual o peso de um crédito na maioria das universidades ?
peso	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	1	2	195	0	Qual o peso de um crédito na maioria das universidades ?
de	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	3	196	0	Qual o peso de um crédito na maioria das universidades ?
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	197	0	Qual o peso de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	198	0	Qual o peso de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	199	0	Qual o peso de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	200	0	Qual o peso de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	201	0	Qual o peso de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	202	0	Qual o peso de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	203	0	Qual o peso de um crédito na maioria das universidades ?
Qual o peso de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_15	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o peso de um crédito na maioria das universidades ?
Qual	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	0	205	0	Qual o juros de um crédito na maioria das universidades ?
o	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	1	206	0	Qual o juros de um crédito na maioria das universidades ?
juros	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	1	2	207	0	Qual o juros de um crédito na maioria das universidades ?
de	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	3	208	0	Qual o juros de um crédito na maioria das universidades ?
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	209	0	Qual o juros de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	210	0	Qual o juros de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	211	0	Qual o juros de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	212	0	Qual o juros de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	213	0	Qual o juros de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	214	0	Qual o juros de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	215	0	Qual o juros de um crédito na maioria das universidades ?
Qual o juros de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_16	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o juros de um crédito na maioria das universidades ?
Qual	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	0	217	0	Qual o conceito de um crédito na maioria das universidades ?
o	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	1	218	0	Qual o conceito de um crédito na maioria das universidades ?
conceito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	1	2	219	0	Qual o conceito de um crédito na maioria das universidades ?
de	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	3	220	0	Qual o conceito de um crédito na maioria das universidades ?
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	221	0	Qual o conceito de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	222	0	Qual o conceito de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	223	0	Qual o conceito de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	224	0	Qual o conceito de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	225	0	Qual o conceito de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	226	0	Qual o conceito de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	227	0	Qual o conceito de um crédito na maioria das universidades ?
Qual o conceito de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_17	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o conceito de um crédito na maioria das universidades ?
Qual	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	0	229	0	Qual o significado de um crédito na maioria das universidades ?
o	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	1	230	0	Qual o significado de um crédito na maioria das universidades ?
significado	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	1	2	231	0	Qual o significado de um crédito na maioria das universidades ?
de	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	3	232	0	Qual o significado de um crédito na maioria das universidades ?
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	233	0	Qual o significado de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	234	0	Qual o significado de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	235	0	Qual o significado de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	236	0	Qual o significado de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	237	0	Qual o significado de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	238	0	Qual o significado de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	239	0	Qual o significado de um crédito na maioria das universidades ?
Qual o significado de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_18	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o significado de um crédito na maioria das universidades ?
Qual	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	0	241	0	Qual o rendimento de um crédito na maioria das universidades ?
o	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	1	242	0	Qual o rendimento de um crédito na maioria das universidades ?
rendimento	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	1	2	243	0	Qual o rendimento de um crédito na maioria das universidades ?
de	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	3	244	0	Qual o rendimento de um crédito na maioria das universidades ?
um	DET	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	4	245	0	Qual o rendimento de um crédito na maioria das universidades ?
crédito	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	5	246	0	Qual o rendimento de um crédito na maioria das universidades ?
na	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	6	247	0	Qual o rendimento de um crédito na maioria das universidades ?
maioria	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	7	248	0	Qual o rendimento de um crédito na maioria das universidades ?
das	ADP	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	8	249	0	Qual o rendimento de um crédito na maioria das universidades ?
universidades	NOUN	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	9	250	0	Qual o rendimento de um crédito na maioria das universidades ?
?	PUNCT	0	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	0	10	251	0	Qual o rendimento de um crédito na maioria das universidades ?
Qual o rendimento de um crédito na maioria das universidades ?	['DET', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f32d39fbc7044eb6ada2ac189c2db703_pert_19	f32d39fbc7044eb6ada2ac189c2db703	0	-1	-1		1	Qual o rendimento de um crédito na maioria das universidades ?
