id;sentencas;documento
68a8bbf5e19f4178b35c730185c3011d;['Para que serve a fonte de energia?'];Para que serve a fonte de energia?
fe67001b8d1445f8a32aa650807f395d;['Quais tipos de interface o barramento pode utilizar?'];Quais tipos de interface o barramento pode utilizar?
6a647ffc816d4127915484a88b9274c1;['Como as instruções geralmente são executadas?'];Como as instruções geralmente são executadas?
e751f65638fc4f70acbea26a49ad5992;['O que são programas?'];O que são programas?
21bf6139ef2f4ac7a03c57584a663f15;['Por quem as instruções escritas podem ser utilizadas?'];Por quem as instruções escritas podem ser utilizadas?
63a1241f10134c59a6f7d6f70f6e043a;['Quantas instruções dos programas de computador possuem?'];Quantas instruções dos programas de computador possuem?
edfed360fe344f8b889c9f37226b5f4d;['Quem escreve as instruções para o computador?'];Quem escreve as instruções para o computador?
3fb67e37ecd849c0b5ac1f3537cf15d8;['Quem executa os programas?'];Quem executa os programas?
8e39f29f0d744330a952f05d3ac288b7;['Como geralmente surge o primeiro emprego do engenheiro de computação?'];Como geralmente surge o primeiro emprego do engenheiro de computação?
663770e92b054b8aa20090a200a5c9fb;['Em quais empresas o engenheiro da computação pode atuar?'];Em quais empresas o engenheiro da computação pode atuar?
8e3bd33f01324dcf853ec92e9676bb0f;['Em que a rápida mudança promovida pelos computadores tornou a oferta de vagas para o profissional da engenharia de computação?'];Em que a rápida mudança promovida pelos computadores tornou a oferta de vagas para o profissional da engenharia de computação?
00cf5c8992ea4566ac1e5ff85da61d75;['Quando ocorre investimentos na linha de produção da indústra?'];Quando ocorre investimentos na linha de produção da indústra?
8d8bf16ed8d042179a582dde9274af6e;['O que é PBL?'];O que é PBL?
c67c6a19a3234e2f8c0bd5fa49a90f32;['O que é UEFS?'];O que é UEFS?
9f246d4cc95f4ae7a1831f54443bb1eb;['Qual metodologia vem sendo aplicada a cursos de engenharia de computação no Brasil?'];Qual metodologia vem sendo aplicada a cursos de engenharia de computação no Brasil?
93bf3712ea5b4a10871da99bcf6236c3;['Qual o principal objetivo da PBL?'];Qual o principal objetivo da PBL?
444c890368894936a9e66ecdf5854114;['Quem foi a pioneira em PBL no Brasil?'];Quem foi a pioneira em PBL no Brasil?
c20273ac2e824f0eb725a908f9368b55;['O que a engenharia de computação viabiliza?'];O que a engenharia de computação viabiliza?
339cd86a2ba04cdfb6f155f1801e6192;['Por que grande parte dos eletroeletrônicos são sistemas de computação?'];Por que grande parte dos eletroeletrônicos são sistemas de computação?
576a088156e843b382d52fe687bd14ab;['Qual o foco de desenvolvimento do curso de Engenharia de Computação?'];Qual o foco de desenvolvimento do curso de Engenharia de Computação?
ab2c78058ccc43c39def2dbb4aa144f2;['Qual o sistema de computação mais conhecido?'];Qual o sistema de computação mais conhecido?
c0ee8d70852e414e82e2dc75c0b45744;['Qual ramo da engenharia que lida com a construção de computadores?'];Qual ramo da engenharia que lida com a construção de computadores?
fd40ac195d574ea2954a216db362f354;['Quanto dos sistemas de computação são conhecidos como “sistemas embarcados”?'];Quanto dos sistemas de computação são conhecidos como “sistemas embarcados”?
61447419fc7649788e037a3b3c9230b0;['Quanto o computador representa de todo o sistema de computação do mundo?'];Quanto o computador representa de todo o sistema de computação do mundo?
790c5a7ad3dc444bbcd4760a29889728;['Ao que o curso de Mestrado em Engenharia de Computação está associado?'];Ao que o curso de Mestrado em Engenharia de Computação está associado?
073f6a5ebc6e4416999320720d1e4f00;['O que o curso de Engenharia da Computação da UFRG visa?'];O que o curso de Engenharia da Computação da UFRG visa?
5f8ad2b7d5b7488bafafa3f7c81b5c96;['O que é UFRG?'];O que é UFRG?
32054ab1eb9d48e3bfc8adbdac4fa669;['Onde a grade do curso de Engenharia da Computação da UFRG pode ser consultada?'];Onde a grade do curso de Engenharia da Computação da UFRG pode ser consultada?
319e0bb3c1294bc9ba0040b79397f0c9;['Dentro de qual escola foi criado o curso de Engenharia de Computação?'];Dentro de qual escola foi criado o curso de Engenharia de Computação?
3aa1c995b3ab491395042fee99790236;['O que é USP?'];O que é USP?
5ba23e28461a43edbbdf03d8185a19f2;['Onde a primeira turma de engenheiros de computação se iniciou?'];Onde a primeira turma de engenheiros de computação se iniciou?
597fc7016b2d4ef4a6a5961260e490de;['Qual curso foi criado através da parceria entre a Escola de Engenharia de São Carlos e o Instituto de Ciências Matemáticas e de Computação da Universidade de São Paulo?'];Qual curso foi criado através da parceria entre a Escola de Engenharia de São Carlos e o Instituto de Ciências Matemáticas e de Computação da Universidade de São Paulo?
edbab34b370f4cbc97e6087819d14497;['Quando se iniciou a primeira turma de engenheiros de computação?'];Quando se iniciou a primeira turma de engenheiros de computação?
e549d1ed1d8a418bbe8c805af69d95d7;['Como surgiu a maioria dos cursos de Engenharia de Computação?'];Como surgiu a maioria dos cursos de Engenharia de Computação?
e90ebf8ca87b4324988601a7b76e0f39;['De qual curso são provenientes as disciplinas de engenharia da computação?'];De qual curso são provenientes as disciplinas de engenharia da computação?
5f794761e2c64e6fbacde8e4c3236363;['Onde a engenharia elétrica ainda integra a engenharia da computação?'];Onde a engenharia elétrica ainda integra a engenharia da computação?
bae8ccf0fd354d1ba76e238561f8893b;['O que é UNIVASF?'];O que é UNIVASF?
9345e1a73aee4ea191ff28df49a56c5b;['Quando os primeiros docentes do curso de Engenharia de Computação da UNIVASF iniciaram suas atividades?'];Quando os primeiros docentes do curso de Engenharia de Computação da UNIVASF iniciaram suas atividades?
9893a41c8bc94275a92c0a06a32cf5ca;['Quantos membros haviam no corpo docente do curso de Engenharia de Computação da UNIVASF em 2008?'];Quantos membros haviam no corpo docente do curso de Engenharia de Computação da UNIVASF em 2008?
68e685786c0745cf9d4529e10c79f316;['Quem autorizou o curso de Engenharia de Computação da UNIVASF?'];Quem autorizou o curso de Engenharia de Computação da UNIVASF?
11bb37f4a9d340fbbadffe26feb6aad1;['Desde quando o curso de engenharia de computação tem sido adicionado às universidades?'];Desde quando o curso de engenharia de computação tem sido adicionado às universidades?
e5b1526e21bb43c889bdcc2eee62c247;['O que é MIT?'];O que é MIT?
527cc7b20ff94b538841a3fc0e52822c;['Onde fica o MIT?'];Onde fica o MIT?
1e9a53e58dfb4a1899cdc51aa2e8c8b5;['Pelo que o MIT optou?'];Pelo que o MIT optou?
cd8c4b3dcb7548679cb113d84689bf7c;['Como o curso de engenharia de sistemas e computação passará a se chamar?'];Como o curso de engenharia de sistemas e computação passará a se chamar?
c3b42d296bf041c4844908ddd412caa2;['O que é UERJ?'];O que é UERJ?
7e00d87ee5c5462686e4c5ce506a673f;['Qual era o objetivo do curso de engenharia de sistemas e computação?'];Qual era o objetivo do curso de engenharia de sistemas e computação?
9359744397844a37824a3d2d4f03b78b;['Qual foi o primeiro curso no Brasil a oferecer graduação em engenharia de computação?'];Qual foi o primeiro curso no Brasil a oferecer graduação em engenharia de computação?
30066c2d68f243c594b0190ca353b2f9;['Qual o objetivo da revisão do curso de engenharia de sistemas e computação?'];Qual o objetivo da revisão do curso de engenharia de sistemas e computação?
4b0569a40aa24c4d9e842d78a922b832;['Quando o curso de Engenharia de Sistemas e Computação da UERJ começou a funcionar?'];Quando o curso de Engenharia de Sistemas e Computação da UERJ começou a funcionar?
71831ba838dd491ba282a072bad4ad0d;['Quem dominava a área de ensino de computação na época?'];Quem dominava a área de ensino de computação na época?
5e6d1fcf3856434fb3ca949bbe50be0f;['Em que a formação do profissional de engenharia de computação o capacita?'];Em que a formação do profissional de engenharia de computação o capacita?
19f97ef575744f09b17a7c1aafe504e8;['O que é CREA?'];O que é CREA?
795605e4ea75436f9036858f4546d355;['O que é necessário para um engenheiro de computação exercer a profissão?'];O que é necessário para um engenheiro de computação exercer a profissão?
2da840d7bc4548529a000a251dcb26af;['Quem é considerado engenheiro de computação no Brasil?'];Quem é considerado engenheiro de computação no Brasil?
f9d286c7172d48228f2dec0ba7ba6cc5;['Como consta o curso de Engenharia de Computação da UFSC atualmente?'];Como consta o curso de Engenharia de Computação da UFSC atualmente?
7014b49284054f09b93c2bfdeb873f1f;['Em que foi transformado a modalidade do curso de Ciência da Computaçao com ênfase em hardware?'];Em que foi transformado a modalidade do curso de Ciência da Computaçao com ênfase em hardware?
49b0aec482c743c496e15bf42ecd19f8;['O que a UFPE criou numa parceria com o Centro de Informática e o Departamento de Eletrônica e Sistemas?'];O que a UFPE criou numa parceria com o Centro de Informática e o Departamento de Eletrônica e Sistemas?
7bbe628a80c84b4fb95576a9dc9b181f;['O que é UFSC?'];O que é UFSC?
b5874b7d124c42b284e1c0799ec8efe4;['Qual um exemplo recente de universidade que seguiu o modelo do MIT?'];Qual um exemplo recente de universidade que seguiu o modelo do MIT?
03d600acafc8473f85ef48f065618e2b;['Quantas modalidades do curso de Ciência da Computação a UFSC possuia?'];Quantas modalidades do curso de Ciência da Computação a UFSC possuia?
0bb8a8cea40e4ad8a005cd890bc517db;['O que são WebApps?'];O que são WebApps?
c977613c30484a669d3a2d85f443323c;['O que é MVC?'];O que é MVC?
9f9aef06261e43478d3025740ed4cc92;['Onde existe um destaque para a engenharia de software?'];Onde existe um destaque para a engenharia de software?
9aee9e5633d748f3834d9d496c1d7c4b;['Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?'];Qual a arquitetura geralmente adotada no desenvolvimento de WebApps?
d1dad06a3dab422ab6d183262d1632bc;['Qual é o processo utilizado para criar WebApps?'];Qual é o processo utilizado para criar WebApps?
6d658d54c11b4b069617584b844e7fa6;['Quem também utiliza a sigla WebE?'];Quem também utiliza a sigla WebE?
443a83414845417985c946ee1ff2ca5f;['O que a engenharia de software visa?'];O que a engenharia de software visa?
6cbad22b50fc467e8f83f955c55d49c3;['O que as tecnologias e práticas da engenharia de software englobam?'];O que as tecnologias e práticas da engenharia de software englobam?
da54f6172fae445fb8d7566eca8a6f9d;['O que os modelos utilizados pela engenharia de software permitem?'];O que os modelos utilizados pela engenharia de software permitem?
086c45df5f5c4c6382bde322aec7ba12;['Para o que a engenharia de software é voltada?'];Para o que a engenharia de software é voltada?
8af48d5daae440fc8bfaceda09957eb6;['Qual a área que estuda e avalia os processos da engenharia de software?'];Qual a área que estuda e avalia os processos da engenharia de software?
a47d1d22b50f4d818216dee5bb56c008;['Em que a engenharia de software se concentra?'];Em que a engenharia de software se concentra?
24d99baaba914b819bba40afc4699db1;['Em que ano foi criado o termo engenharia de software?'];Em que ano foi criado o termo engenharia de software?
ddbecb0400f548d79d6d9fc3c7bb0486;['Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?'];Em que o tratamento de engenharia tornaria o desenvolvimento de sistemas de software complexos?
ac9e4510c29d488fbb0141ebd0e647e0;['O que a ciência da computação estuda?'];O que a ciência da computação estuda?
ce57aa7d460c46a38d25c4549c7d8040;['Onde deverão ser executados os sistemas de software complexo?'];Onde deverão ser executados os sistemas de software complexo?
50f2cb3b5334448884f65f9d4b2246f1;['Onde foi utilizado oficialmente o termo engenharia de software?'];Onde foi utilizado oficialmente o termo engenharia de software?
2f3279d8e55b43138ffbba56fea2d224;['Quais os conceitos trazidos pelo significado de engenharia de software?'];Quais os conceitos trazidos pelo significado de engenharia de software?
5c0c7cf6041f43f49d057419880789f7;['Como é a forma mais adequada de dizer o que é uma metodologia?'];Como é a forma mais adequada de dizer o que é uma metodologia?
9f435e5e685641898a06d56b76d694b2;['Quais palavras são tratadas como sinônimas pelos autores?'];Quais palavras são tratadas como sinônimas pelos autores?
0476289d1f24453c9defc9a26d3b5e9d;['Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?'];Qual ferramenta é utilizada pela análise estruturada e análise essencial para modelar o funcionamento do sistema?
ab221182bdf242d98e9b5f6bb9a34a52;['Qual termo é controverso nas ciências em geral?'];Qual termo é controverso nas ciências em geral?
8f840d3868ef4e0f98a19bcf5644517a;['Como muitas empresas desenvolvedoras são organizadas?'];Como muitas empresas desenvolvedoras são organizadas?
ef30d6277aac4363b59e398e6b8815eb;['O que os fundamentos científicos envolvem o uso?'];O que os fundamentos científicos envolvem o uso?
d35a68e1e8344f38aee681eb5ba72c77;['O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?'];O que os modelos usados pelos fundamentos científicos da engenharia de software devem permitir ao engenheiro?
623c72c5237f47b68e0edc21be903d37;['Por que a engenharia de sistemas é uma área ampla?'];Por que a engenharia de sistemas é uma área ampla?
97cd8d9df5c746228be10421176b486a;['Qual a universidade pioneira no brasil em engenharia de software?'];Qual a universidade pioneira no brasil em engenharia de software?
3374ef6ff5a34150bb3e6e5e8ff7e9b8;['Como é denominada a área de otimização matemática na engenharia de software?'];Como é denominada a área de otimização matemática na engenharia de software?
10d23f350f0f41599341fae55fa10a2f;['Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?'];Onde foi sediada a conferência internacional de engenharia de requisitos em 2013?
d35688f40f6941b9b951eb2edf9e0ae2;['Para que a engenharia de software aplica técnicas de otimização matemática?'];Para que a engenharia de software aplica técnicas de otimização matemática?
1008c702a2354b83a84d217f4e2cb78a;['Como é chamada a lei 11.788/2008?'];Como é chamada a lei 11.788/2008?
49c5dd3ba681417ab8d11af6d99faff3;['Quantas horas diárias de estágio são garantidas para estudantes de educação especial?'];Quantas horas diárias de estágio são garantidas para estudantes de educação especial?
bd2161ff3ef8452fb607a0bed574e8e7;['Quantas horas semanais são garantidas para estudantes do ensino superior?'];Quantas horas semanais são garantidas para estudantes do ensino superior?
ae12ad92b41040619549c87373d45ff5;['Após quantos anos de estágio o estagiário tem direito a recesso remunerado?'];Após quantos anos de estágio o estagiário tem direito a recesso remunerado?
1976a19f6151419788945a6f99668d02;['Qual lei rege o estágio de estudantes na lei brasileira?'];Qual lei rege o estágio de estudantes na lei brasileira?
a396a856aa0b4d90b6081eabc1c3c3c5;['Quantos dias remunerados o estagiário possui de recesso?'];Quantos dias remunerados o estagiário possui de recesso?
562c31c768db4f7783409f106bdc280d;['Por que a contratação de estágio tem sofrido críticas?'];Por que a contratação de estágio tem sofrido críticas?
d13196b56de64856b866b68a26051401;['Qual o objetivo do contrato de estágio?'];Qual o objetivo do contrato de estágio?
65520e827968404cb97a4f72182344d0;['Quando haverá transmutação da espécie para a de vínculo empregatício?'];Quando haverá transmutação da espécie para a de vínculo empregatício?
14cb9cf1021e4d15ab530f4564e42591;['O que o estágio possibilita?'];O que o estágio possibilita?
1875527bc5c141ccb4292b24ed5be46a;['Onde o estágio pode ser prestado?'];Onde o estágio pode ser prestado?
920b6cce13e14bf1b93469532a7051cf;['Pelo que a instituição de ensino zela com a interveniência da celebração do contrato?'];Pelo que a instituição de ensino zela com a interveniência da celebração do contrato?
6c0caf48bf9944059a38a2583d49c8ff;['Por quem geralmente é prestado o estágio?'];Por quem geralmente é prestado o estágio?
967a8827b6ea48ddb4ff381729810ae4;['Qual a função do estágio?'];Qual a função do estágio?
879f1d34d55b42fb9a0250288ca2537e;['Qual o objetivo do estágio?'];Qual o objetivo do estágio?
29393e1c84ff4574ab8c5f525a5fe2b0;['Quem celebra o contrato do estágio?'];Quem celebra o contrato do estágio?
abf0abdaf96c4abca6c004133b64c916;['Gestantes poderão ser ajudadas pelo regime de exercícios a partir de qual mês de gestação?'];Gestantes poderão ser ajudadas pelo regime de exercícios a partir de qual mês de gestação?
2f8b4896dd3d4692a4e286fb40826df5;['O que a gestante deve fazer para requisitar o regime de exercícios domiciliares?'];O que a gestante deve fazer para requisitar o regime de exercícios domiciliares?
00b3ac789b554afaa92b2571247733b6;['O que deve ser anexado ao requerimento?'];O que deve ser anexado ao requerimento?
76c1def369d1419a9c21fd6ab56c7370;['Por quantos meses a gestante poderá ser ajudada pelo regime de exercícios domiciliares?'];Por quantos meses a gestante poderá ser ajudada pelo regime de exercícios domiciliares?
92d9059e16e745748a000b14ff7acf84;['Ao que deve ser protocolizada a solicitação do regime de exercícios domiciliares?'];Ao que deve ser protocolizada a solicitação do regime de exercícios domiciliares?
ad34b96d92f34c43868cf7b36d69116d;['Qual o fundamento do pedido de regime de exercícios domiciliares?'];Qual o fundamento do pedido de regime de exercícios domiciliares?
6faa043c59524579ad07b190345ee0e2;['Quem defere o pedido de regime de exercícios domiciliares?'];Quem defere o pedido de regime de exercícios domiciliares?
5e3497732579442ca4848c39d6b44190;['Quem deve ser consultado em caso de dúvidas quanto ao enquadramento do laudo médico?'];Quem deve ser consultado em caso de dúvidas quanto ao enquadramento do laudo médico?
1e3865c3ecd24ae5b37b877d3be5beb1;['Quem deverá informar aos professores a relação dos acadêmicos que estiverem em regime de exercícios domiciliares?'];Quem deverá informar aos professores a relação dos acadêmicos que estiverem em regime de exercícios domiciliares?
8607c487e46b4b448408bb93f58e067d;['O que deve ser encaminhado à Secac?'];O que deve ser encaminhado à Secac?
65c4b8b5d7ea45cfab7a4779b3659234;['O que é Secac?'];O que é Secac?
f2a8534b371a4aeb890804c802bb5d8a;['Onde o professor irá lançar as provas?'];Onde o professor irá lançar as provas?
70d5cec7fca945c18a7532660de1c16a;['Onde será arquivado o Laudo Médico?'];Onde será arquivado o Laudo Médico?
2e9fb80cadc94bf4a50a84f0f1fcc693;['Quando o professor deve devolver as provas aos alunos?'];Quando o professor deve devolver as provas aos alunos?
52d9148ac8ce493cac9d561160feb21f;['Quem irá acompanhar o regime de exercícios domiciliares do acadêmico?'];Quem irá acompanhar o regime de exercícios domiciliares do acadêmico?
ad7f31c0c7c942a4a00c6ab589794583;['O que o acadêmico deve fazer em casos de atividades práticas em regime de exercícios domiciliares?'];O que o acadêmico deve fazer em casos de atividades práticas em regime de exercícios domiciliares?
7955d0a6cc9b4b8297a7ea52c8b2d0ea;['O trancamento de matrícula deve ser feito caso o regime de exercícios domicilares for superior a quantos semestres?'];O trancamento de matrícula deve ser feito caso o regime de exercícios domicilares for superior a quantos semestres?
dbb1cbe85bbd438b82fdd9bcb4b6a01f;['O que o regime de exercícios domiciliares garante ao acadêmico?'];O que o regime de exercícios domiciliares garante ao acadêmico?
13c57669e53f4cecafdcf3785fc10fa4;['O que é regime de exercícios domiciliares?'];O que é regime de exercícios domiciliares?
e598bbb0f3ad48adb40b7df47b9894d8;['O que acontece se o acadêmico não entregar as atividades na data estipulada?'];O que acontece se o acadêmico não entregar as atividades na data estipulada?
3f2ee28dc4ae49b2960355b063891641;['Onde os acadêmicos devem retirar e devolver as atividades?'];Onde os acadêmicos devem retirar e devolver as atividades?
a1bf5db1a6fa4ffdaecbb0f53f65bc5c;['Para quem o professor deve entregar as atividades devolvidas pelo acadêmico?'];Para quem o professor deve entregar as atividades devolvidas pelo acadêmico?
d4f754fcb68e429eae54fae9f4b9ad27;['Quem irá definir as atividades que deverão ser cumpridas durante o regime de exercícios domiciliares?'];Quem irá definir as atividades que deverão ser cumpridas durante o regime de exercícios domiciliares?
c309770341644efa934585c7bc7c409f;['O que assistirá os portadores de traumatismos?'];O que assistirá os portadores de traumatismos?
7a50e2197b694c84a6f7a154167b49e8;['Onde deve ser entregue o requerimento para comprovação de afecções?'];Onde deve ser entregue o requerimento para comprovação de afecções?
52d2a509192b4e52bd4be52b4dd59fee;['Em que ano o Estatuto Social da FAPDF foi aprovado?'];Em que ano o Estatuto Social da FAPDF foi aprovado?
0eae90cf569546bfa0c97ceb60bad6bc;['Quando a FAPDF foi implementada?'];Quando a FAPDF foi implementada?
28b908d160d3453bbd1ce5e8dbb9c1de;['O que a FAPDF visa?'];O que a FAPDF visa?
5683963c146a4648b247f0635bb04b15;['O que é a FAPDF?'];O que é a FAPDF?
c8181e1b42f14634acd34608dd257d85;['Qual a finalidade da FAPDF?'];Qual a finalidade da FAPDF?
bb17c7f26bce46779fb264a3c8ba3a24;['A FAPDF financia projetos de pesquisa em parceria com quem?'];A FAPDF financia projetos de pesquisa em parceria com quem?
2e696f0ded394206bd7703939f3bda89;['A FAPDF tem finalidade de estimular, apoiar e promover o desenvolvimento científico de qual âmbito?'];A FAPDF tem finalidade de estimular, apoiar e promover o desenvolvimento científico de qual âmbito?
f76f1ce300564f408e24d4ea5258bc72;['Quando foi constituída a FAPDF?'];Quando foi constituída a FAPDF?
d4a8ba71df234392a2b0f1d9e678fb09;['Onde foi publicado o artigo do primeiro diretor técnico científico da fundação?'];Onde foi publicado o artigo do primeiro diretor técnico científico da fundação?
b59903f475364e16a3e3286ce474d94a;['Quando foi publicado o primeiro edital da FAPDF?'];Quando foi publicado o primeiro edital da FAPDF?
f94258469365405280a0cc114ba84315;['Quantos projetos foram apresentados no primeiro edital da FAPDF?'];Quantos projetos foram apresentados no primeiro edital da FAPDF?
4851cfbde7d64c34b0f197d79638bf84;['Quem foi o primeiro presidente da instituição?'];Quem foi o primeiro presidente da instituição?
020d7d9645494a83ad5eda59f16f9157;['Em que ano a comunidade científica do distrito federal iniciou a criação de uma instituição dedicada ao incentivo da ciência e tecnologia?'];Em que ano a comunidade científica do distrito federal iniciou a criação de uma instituição dedicada ao incentivo da ciência e tecnologia?
f6e8d4a839274a6eb2c8ea1ebb310a49;['O que é necessário assegurar para se alcançar uma ciência forte?'];O que é necessário assegurar para se alcançar uma ciência forte?
1be21a9cc55a41a5b3d98a094e4b3fbe;['Por que países mais avançados em ciência hoje colem bons frutos nessa área?'];Por que países mais avançados em ciência hoje colem bons frutos nessa área?
b40af48146a94458b41c633f875ed27d;['Quem é o ex-reitor da universidade de brasília?'];Quem é o ex-reitor da universidade de brasília?
3dc66f2440a446f3b6e118cf4783f71a;['Qual foi a necessidade que fez a lei da criação da FAPDF ser alterada pela lei nº 3.652?'];Qual foi a necessidade que fez a lei da criação da FAPDF ser alterada pela lei nº 3.652?
24c7b90289b34ed6b47f7f14fa388233;['Qual lei alterou a lei da criação da fundação?'];Qual lei alterou a lei da criação da fundação?
556e4b43389e4ea1a4090c3e6a86db02;['O que foi implantado no distrito federal em cumprimento a lei número 347?'];O que foi implantado no distrito federal em cumprimento a lei número 347?
03e7eea5c2a74534aaac4bb640193fe9;['Quem noticiou que o DF passou a ser um novo exemplo de como a sociedade deve valorizar a atividade científica?'];Quem noticiou que o DF passou a ser um novo exemplo de como a sociedade deve valorizar a atividade científica?
6066b65076d145658e78b885fcf5496e;['De quem foram as palavras “Há pouco tempo não passava de um sonho de idealistas, hoje é uma realidade irreversível. Mais do que isto é uma garantia de um futuro mais promissor, quando os resultados das pesquisas financiadas se constituírem-se em fatos que beneficiarão os moradores de Brasília”?'];De quem foram as palavras “Há pouco tempo não passava de um sonho de idealistas, hoje é uma realidade irreversível. Mais do que isto é uma garantia de um futuro mais promissor, quando os resultados das pesquisas financiadas se constituírem-se em fatos que beneficiarão os moradores de Brasília”?
ed1b9017c1974081be55a7818fe0a394;['Onde a FAPDF se consolidou?'];Onde a FAPDF se consolidou?
34895e80e77241f0a49826ead7000a9c;['Qual foi o primeiro projeto a receber apoio da instituição?'];Qual foi o primeiro projeto a receber apoio da instituição?
02404840820d42b0a9002b2f0847aa34;['Quantos consultores ad hoc consultaram os projetos?'];Quantos consultores ad hoc consultaram os projetos?
6f53c28ab36c432b918f4845587e19e3;['O que é a Redecomep?'];O que é a Redecomep?
d15609c717cf4fc7a229f22c06bf2bd6;['Onde é sediado o POP da RNP em Mato Grosso do Sul?'];Onde é sediado o POP da RNP em Mato Grosso do Sul?
4bf23bc7dc8b4e16aec43ec2dd8bb508;['Por que a FACOM mantém parceria com diversas empresas?'];Por que a FACOM mantém parceria com diversas empresas?
0f2f727416a14b6d8abab36816e04f9f;['Por quem é administrado o POP da RNP em Mato Grosso do Sul?'];Por quem é administrado o POP da RNP em Mato Grosso do Sul?
3f79276bb7264eb3add9616a046861c3;['Qual o objetivo do Redecomep?'];Qual o objetivo do Redecomep?
79930e6eb5864d2fa831be504fb7bf98;['O que foi criado com a subdivisão do Departamento de Matemática da UFMS?'];O que foi criado com a subdivisão do Departamento de Matemática da UFMS?
de3f350d043a499faa117249d433769b;['O que ocorreu com a implantação do curso?'];O que ocorreu com a implantação do curso?
fc0673526dda4b5fac9fbccebb818fa9;['Quando foi implantado o curso de Ciência da Computação na UFMS?'];Quando foi implantado o curso de Ciência da Computação na UFMS?
a46654f108804fd496fbefcbd487c2d0;['Quando o DCT da UFMS foi criado?'];Quando o DCT da UFMS foi criado?
ae519b3c655c4f18802c75166d20ef82;['Quem foram os pioneiros da ciência da computação na UFMS?'];Quem foram os pioneiros da ciência da computação na UFMS?
75e60c95e8c04286adbca511f0660e82;['Com quem a Facom possui parceria para atender à necessidade regional de formação de recursos humanos na área de computação aplicada?'];Com quem a Facom possui parceria para atender à necessidade regional de formação de recursos humanos na área de computação aplicada?
66d96e75a599439e9b235d29253f7b07;['Qual a ênfase do mestrado profissional em computação aplicada?'];Qual a ênfase do mestrado profissional em computação aplicada?
516994f2ae61475eb07e75dcbb2a188d;['Com qual intuito foi criado o curso de Análise de Sistemas?'];Com qual intuito foi criado o curso de Análise de Sistemas?
d725cd9a59e8416198255731a69e3393;['Qual a prioridade do curso de Análise de Sistemas?'];Qual a prioridade do curso de Análise de Sistemas?
501d80597c4d4b65b8a5466c022c455b;['Quando a área de computação foi solidificada na UFMS?'];Quando a área de computação foi solidificada na UFMS?
085d702214924761adb42e7334749124;['Quando foi criado o curso de Análise de Sistemas?'];Quando foi criado o curso de Análise de Sistemas?
a629ca75e87a4264a111da3297c325c6;['Há quantas vagas anualmente para cursos de graduação na Facom?'];Há quantas vagas anualmente para cursos de graduação na Facom?
0c24ac82543747b0a6503a39a9bdd774;['Quando a primeira turma de Engenharia da Computação entrou?'];Quando a primeira turma de Engenharia da Computação entrou?
dbc27c80bdf8447ea1ef546dc162a168;['Quem aprovou a criação do Doutorado em Ciência da Computação da UFMS?'];Quem aprovou a criação do Doutorado em Ciência da Computação da UFMS?
4dd21c5d507540ea89471cb834a52e29;['Como o Ministério dos Negócios da Educação e Saúde Pública passou a se chamar em 15 de janeiro de 1937?'];Como o Ministério dos Negócios da Educação e Saúde Pública passou a se chamar em 15 de janeiro de 1937?
b03bb52328e14b528be66c38656d6280;['Em que ano foi criado o Ministério da Instrução Pública, Correios e Telégrafos?'];Em que ano foi criado o Ministério da Instrução Pública, Correios e Telégrafos?
7ab9d76b34e346398a7ef9e69896fcb3;['O Ministério da Instrução Pública passou a ser uma diretoria de onde após sua extinção durante o governo de Floriano Peixoto?'];O Ministério da Instrução Pública passou a ser uma diretoria de onde após sua extinção durante o governo de Floriano Peixoto?
af5d21b04e894151b0bab76d200abfa6;['Quais eram as atividades do Ministério da Educação e Saúde?'];Quais eram as atividades do Ministério da Educação e Saúde?
83e3da1f287e4628b9b96ec37f549407;['Qual era o precursor do MEC?'];Qual era o precursor do MEC?
d785375556d741eba737933c164bc7fa;['Como o Ministério da Educação e Saúde passou a se chamar depois que o governo federal criou o Ministério da Saúde?'];Como o Ministério da Educação e Saúde passou a se chamar depois que o governo federal criou o Ministério da Saúde?
9a3029967f58470a81d39b6260d403c7;['Quais atividades foram integradas ao MEC em 8 de novembro de 1990?'];Quais atividades foram integradas ao MEC em 8 de novembro de 1990?
e42ea1d7ce074e428d6320a0f438ecd4;['Quem criou o Ministério da Saúde?'];Quem criou o Ministério da Saúde?
759f568488794bf398e5a4659e894a4c;['Em qual decreto foi fundado o ministério da educação?'];Em qual decreto foi fundado o ministério da educação?
a145ae784ef349df91e55ffed2c2cd80;['O que é o MEC?'];O que é o MEC?
4c40f79958644cf598797fa5da085ec6;['Qual era o nome do Ministério da Educação anteriormente?'];Qual era o nome do Ministério da Educação anteriormente?
10b4f7a2173242bea85ffe5781439384;['A resolução nº 342 torna recorre o quê?'];A resolução nº 342 torna recorre o quê?
1a80267bbdef4f059d05e1cb26e1ce61;['De quando é a resolução nº 342?'];De quando é a resolução nº 342?
