id;sentencas;documento;respondivel
5a3ab49c3ff257001ab84209;"[""What does Planck's law incorrectly predict?""]";What does Planck's law incorrectly predict?;0
5a0cf06ef5590b0018dab67c;['Noxious chemicals are not what kind of hazard?'];Noxious chemicals are not what kind of hazard?;0
5726609b708984140094c414;['Which areas are composed as the Coral Triangle?'];Which areas are composed as the Coral Triangle?;1
56d12d3c17492d1400aabb6a;"['On what show did Adams appear to ""defend himself""?']";"On what show did Adams appear to ""defend himself""?";1
572784ba708984140094dfd6;['What was considered part of A cappella until the Baroque period?'];What was considered part of A cappella until the Baroque period?;1
5ad00f5877cf76001a68683d;"[""What is the U.N. law that uses the WIPO Copyright as it's Title I?""]";What is the U.N. law that uses the WIPO Copyright as it's Title I?;0
5a2f511aa83784001a7d26fd;['What weather condition became much more stable?'];What weather condition became much more stable?;0
56d370aa59d6e414001463c2;['Where was Christina Christian at when she was eliminated from the show?'];Where was Christina Christian at when she was eliminated from the show?;1
5a21ce268a6e4f001aa08ee8;['From the end of WWII until 1971 what declined in China?'];From the end of WWII until 1971 what declined in China?;0
56fdeb6419033b140034cdd7;['What was the name of the first single-chip microprocessor?'];What was the name of the first single-chip microprocessor?;1
572fa080947a6a140053cae0;['The United States and many Western countries began what policy to fight communism?'];The United States and many Western countries began what policy to fight communism?;1
5731db10e99e3014001e634c;['Where has there been a rise in evangelical Protestantism?'];Where has there been a rise in evangelical Protestantism?;1
5a8209f831013a001a335134;['During what period did Radcliffe become prominent as a university?'];During what period did Radcliffe become prominent as a university?;0
572813e23acd2414000df3e6;['The level of what is the reason stimulants and depressants change human perceptions of time?'];The level of what is the reason stimulants and depressants change human perceptions of time?;1
5ad423a1604f3c001a40084c;['What was Major-General Charles Glyn Gilbert Anglim instrumental in?'];What was Major-General Charles Glyn Gilbert Anglim instrumental in?;0
5731bbe8e17f3d1400422344;['What regions in the world does this apply in?'];What regions in the world does this apply in?;1
570da18bdf2f5219002ed078;['When was the Antarctic Conservation Act passed by the U.S.?'];When was the Antarctic Conservation Act passed by the U.S.?;1
5a86115eb4e223001a8e7443;['Where is eating duck forbidden?'];Where is eating duck forbidden?;0
56df880c56340a1900b29d16;['How old was Mabel when she became deaf?'];How old was Mabel when she became deaf?;1
572fb569947a6a140053cbce;['What is a ball grid array composed of?'];What is a ball grid array composed of?;1
5711488ab654c5140001fc41;['Along with admission, exhaust and compression, what is an event in the engine cycle?'];Along with admission, exhaust and compression, what is an event in the engine cycle?;1
56fa413bf34c681400b0c031;['About what percentage of wood is composed of nitrogen?'];About what percentage of wood is composed of nitrogen?;1
572e9e8bc246551400ce4403;['In what years did the Greeks conduct extra censuses?'];In what years did the Greeks conduct extra censuses?;1
5ace6ad232bba1001ae4a639;['What act was drafted to ban the killing of only antelope?'];What act was drafted to ban the killing of only antelope?;0
572826eeff5b5019007d9e1f;"[""When were Theophrastus' ideas about fossils proven false?""]";When were Theophrastus' ideas about fossils proven false?;1
570e6f710dc6ce1900205062;"[""Which rail station is Melbourne's busiest?""]";Which rail station is Melbourne's busiest?;1
571b188b9499d21900609bf9;['What other product of heat and pressure does the formation of asphalt and petroleum produce?'];What other product of heat and pressure does the formation of asphalt and petroleum produce?;1
5730b8f5396df919000962db;['How important was beer brewing to Sumerians?'];How important was beer brewing to Sumerians?;1
56f97b2e9b226e1400dd1490;['Where was the kingdom of Yue located according to chronicles?'];Where was the kingdom of Yue located according to chronicles?;1
570a80f26d058f1900182ed9;['How many other teams have played all 22 seasons in the Premier League since its inception?'];How many other teams have played all 22 seasons in the Premier League since its inception?;1
5ad2ee84604f3c001a3fd9f0;['What field of anthropology has a goal to eleviate poverty?'];What field of anthropology has a goal to eleviate poverty?;0
56d5027a9d1b871400ae05e2;['How long was the fault where the quake occurred?'];How long was the fault where the quake occurred?;1
570db7e416d0071400510d34;['What is the highest point in Eritrea?'];What is the highest point in Eritrea?;1
56f75e0fa6d7ea1400e1720e;['Malyarchuk found Czech mtDNA lineages were typical of what populations?'];Malyarchuk found Czech mtDNA lineages were typical of what populations?;1
572808863acd2414000df2d9;['The invariant interval that separates two events in Minkowski spacetime can either be what?'];The invariant interval that separates two events in Minkowski spacetime can either be what?;1
5a515d71ce860b001aa3fd43;['what was approved as a hi-tech development zone in 1988?'];what was approved as a hi-tech development zone in 1988?;0
56fae1078f12f31900630225;['People of what nationality export more products from Dubai than Somalis?'];People of what nationality export more products from Dubai than Somalis?;1
56de4c68cffd8e1900b4b7d9;['Critics of the HDI cite its focus on which: egalitarianism or authoritarianism?'];Critics of the HDI cite its focus on which: egalitarianism or authoritarianism?;1
572789855951b619008f8cb6;['Who did the Tories occasionally cooperate with?'];Who did the Tories occasionally cooperate with?;1
59d293572763a600182840dc;"['How many people saw the movie, ""The Cyborg Foundation"", at the 2013 Sundance Film Festival?']";"How many people saw the movie, ""The Cyborg Foundation"", at the 2013 Sundance Film Festival?";0
572a496c7a1753140016ae7b;['When was the Young Turk Revolution?'];When was the Young Turk Revolution?;1
573423444776f41900661938;['What sports field is in Reid Park?'];What sports field is in Reid Park?;1
570fd59c5ab6b8190039105d;"[""What was the name of Dell's change campaign?""]";What was the name of Dell's change campaign?;1
5a638e4468151a001a92237c;['To where is most of the milk and beef from Victoria exported to?'];To where is most of the milk and beef from Victoria exported to?;0
57070fe09e06ca38007e9365;['Along which mountain range does the Cave of Windows lie?'];Along which mountain range does the Cave of Windows lie?;1
56fa08a8f34c681400b0bf7d;['Who was the first President of the Somali Republic?'];Who was the first President of the Somali Republic?;1
571df47eb64a571400c71e24;['Where did most Chinese men enter the US?'];Where did most Chinese men enter the US?;1
5ad3a190604f3c001a3fe9ee;['What is not a requirement to be a FBI agent?'];What is not a requirement to be a FBI agent?;0
57275002dd62a815002e9adc;['When is the final?'];When is the final?;1
5ad4f6815b96ef001a10a7cd;['What other sports teams wear all red jerseys?'];What other sports teams wear all red jerseys?;0
5a53c9d4bdaabd001a38671f;['Where have people from the Nagorno-Karabakh Republic immigrated to?'];Where have people from the Nagorno-Karabakh Republic immigrated to?;0
56cf1a05aab44d1400b88d7f;['How many buildings in New York City are over 200m high?'];How many buildings in New York City are over 200m high?;1
57071b959e06ca38007e942d;['The Chihuahuan Desert is home to many of which type of animal?'];The Chihuahuan Desert is home to many of which type of animal?;1
5ad2c367d7d075001a42a134;['What is named after James Sir Weddell?'];What is named after James Sir Weddell?;0
5727692ef1498d1400e8f797;['Who were the leading composers of the trecento period?'];Who were the leading composers of the trecento period?;1
5ad3d6fd604f3c001a3ff323;['What programs did Milton Winternitz end?'];What programs did Milton Winternitz end?;0
5726d7ebf1498d1400e8ecd4;"['The ""slap dance"" probably mimics the movements of Samoans trying to rid themselves of what creatures?']";"The ""slap dance"" probably mimics the movements of Samoans trying to rid themselves of what creatures?";1
56fc3a7400a8df1900403808;['Aside from being active what other condition can the universal phonological processes exist in?'];Aside from being active what other condition can the universal phonological processes exist in?;1
5ad37a49604f3c001a3fe3c6;['On what date did the Summer Olympics start in 2012?'];On what date did the Summer Olympics start in 2012?;0
56f75e42aef2371900625b61;['What type of music do certain composers acknowledge a debt to?'];What type of music do certain composers acknowledge a debt to?;1
5ad420c6604f3c001a400715;['Houston ranked 23rd in which category by Forbes magazine in 2006?'];Houston ranked 23rd in which category by Forbes magazine in 2006?;0
56f959f79e9bad19000a0869;['When was the Chiefs of Staff Committee formed?'];When was the Chiefs of Staff Committee formed?;1
5a4ebffaaf0d07001ae8cc30;['During what period did the height of the northern lands rise 591 feet?'];During what period did the height of the northern lands rise 591 feet?;0
5ad4a1b7ba00c4001a268e81;['What market share did Windows PX have in China?'];What market share did Windows PX have in China?;0
5ad12914645df0001a2d0ff6;['What was the geothermal capacity in 1985?'];What was the geothermal capacity in 1985?;0
5ad40b55604f3c001a3ffffd;['When was the Office of Eastern Medicine founded?'];When was the Office of Eastern Medicine founded?;0
572969a16aef051400154e3a;['What was the purpose of Castello a Mare?'];What was the purpose of Castello a Mare?;1
5a516183ce860b001aa3fd77;['Which article claimed if a petition was successful there was no need for a referendum?'];Which article claimed if a petition was successful there was no need for a referendum?;0
571097dca58dae1900cd6aa4;"['Which group inherited the ""revolutionary spirit"" once displayed by the philosophes, according to Darnton?']";"Which group inherited the ""revolutionary spirit"" once displayed by the philosophes, according to Darnton?";1
570e4f8e0b85d914000d7df9;['What term is given to the slums established on the souther banks of the Yarra?'];What term is given to the slums established on the souther banks of the Yarra?;1
5726d2e6dd62a815002e916b;['What is seen as symbolizing the reality of living in the modern world as Roman Catholic priest?'];What is seen as symbolizing the reality of living in the modern world as Roman Catholic priest?;1
570d75ccb3d812140066d99e;['What motorcycle event is held in Valencia?'];What motorcycle event is held in Valencia?;1
572ef1abcb0c0d14000f168a;['What device is able to change electric powerinto radio waves and also do the reverse?'];What device is able to change electric powerinto radio waves and also do the reverse?;1
570a946c6d058f1900182fc6;['What kind of weather event is a recurring problem for Houston?'];What kind of weather event is a recurring problem for Houston?;1
56d28b0659d6e41400146065;['West Buddhism is often seen as exotic and what?'];West Buddhism is often seen as exotic and what?;1
57302051947a6a140053d14f;['Who was working on the same type of large-scale application of printed circuits as the U.S. in Britain in the mid-1950s?'];Who was working on the same type of large-scale application of printed circuits as the U.S. in Britain in the mid-1950s?;1
57292b05af94a219006aa14c;['When was the photoelectric effect first observed?'];When was the photoelectric effect first observed?;1
57313c06e6313a140071cd62;['When was the Treaty of Kyakhta written?'];When was the Treaty of Kyakhta written?;1
56dfdb677aa994140058e1c2;['What action by a pub owner can result in his prosecution?'];What action by a pub owner can result in his prosecution?;1
56e7834800c9c71400d771fd;"[""Willett's first suggestion was to change clocks by 20 minutes how often?""]";Willett's first suggestion was to change clocks by 20 minutes how often?;1
57309bfb8ab72b1400f9c5e8;['What was the idealized value of imperialism?'];What was the idealized value of imperialism?;1
5a5025a7ce860b001aa3faee;['What group recommends having a smoking ban?'];What group recommends having a smoking ban?;0
5726d819dd62a815002e923e;['What was the response of Kliment Voroshilov in regards to further conversations with Britain and France?'];What was the response of Kliment Voroshilov in regards to further conversations with Britain and France?;1
5725c819271a42140099d1a9;['What is the heartland of retailing in Uruguay?'];What is the heartland of retailing in Uruguay?;1
573415824776f41900661826;"[""By the end of 2006, what percentage of Portugal's energy production was from renewable sources?""]";By the end of 2006, what percentage of Portugal's energy production was from renewable sources?;1
5728f9a14b864d1900165160;['What day did the business that first rang a bell to begin in the winter of 2014 in Myanmar open its doors to customers?'];What day did the business that first rang a bell to begin in the winter of 2014 in Myanmar open its doors to customers?;1
57281f1b2ca10214002d9e50;['Who were the two National Assembly vice-presidents in Egypt?'];Who were the two National Assembly vice-presidents in Egypt?;1
56e7460a00c9c71400d76f11;['What country is leading in production of paper?'];What country is leading in production of paper?;1
572a992f111d821400f38c2c;"[""What is Kerry's older sibling's name?""]";What is Kerry's older sibling's name?;1
56df785856340a1900b29bf0;"[""For how many days did the America's Cup World Series take place in Plymouth?""]";For how many days did the America's Cup World Series take place in Plymouth?;1
5a8a267d3b2508001a72a6c3;['When was the constitution accepted by the electorate, Puerto Rico Congress, and U.S. President?'];When was the constitution accepted by the electorate, Puerto Rico Congress, and U.S. President?;0
5a8c34a2fd22b3001a8d8656;"[""What system can't assist a user in seeing a table?""]";What system can't assist a user in seeing a table?;0
5726893c5951b619008f7626;"[""Who was president of the Miners' union?""]";Who was president of the Miners' union?;1
5a6913cb8476ee001a58aa7e;['Folk singers created classical whats?'];Folk singers created classical whats?;0
56e1c3c0cd28a01900c67b48;['How does central Catalan behave with the groups?'];How does central Catalan behave with the groups?;1
5a54ff94134fea001a0e17c4;['When was the GPO in Mogadishu rebuilt?'];When was the GPO in Mogadishu rebuilt?;0
5729355b1d04691400779171;['Why is it bad that a category is merely socially constructed?'];Why is it bad that a category is merely socially constructed?;1
5ad41d04604f3c001a4005b1;['In what year did the Brown Fellowship Society start?'];In what year did the Brown Fellowship Society start?;0
5ad5faef5b96ef001a10af8c;"[""What isn't some controversy about?""]";What isn't some controversy about?;0
56e02cb57aa994140058e2f9;['Who probably located the island on their final leg of their circumnavigation trip?'];Who probably located the island on their final leg of their circumnavigation trip?;1
5ad2bc07d7d075001a42a09d;"[""Between 1939 and 1949, how many military officers and personnel weren't trained on the Evanston and Chicago campuses?""]";Between 1939 and 1949, how many military officers and personnel weren't trained on the Evanston and Chicago campuses?;0
5a60fef4e9e1cc001a33ce14;['What did the President of France give to Pope Piux XII as a sign of esteem?'];What did the President of France give to Pope Piux XII as a sign of esteem?;0
5a67a1e3f038b7001ab0c38a;['What name is typically associated with preschool?'];What name is typically associated with preschool?;0
5727c0d43acd2414000debae;['In what month is the MLB All-Star Game held?'];In what month is the MLB All-Star Game held?;1
5a7e4a4d70df9f001a8756a8;['Which writers documented the external rather than the internal?'];Which writers documented the external rather than the internal?;0
56eab1d05a205f1900d6d428;['What term became more popular as Mobutu ruled?'];What term became more popular as Mobutu ruled?;1
5726859bf1498d1400e8e28e;['What music began associated with the lower classes?'];What music began associated with the lower classes?;1
57294a001d0469140077925b;['What event caused major changes in Bermuda?'];What event caused major changes in Bermuda?;1
56ce34c7aab44d1400b88596;['What was the nationality of Estêvão Gomes?'];What was the nationality of Estêvão Gomes?;1
5a3e96235a76c5001a3a8375;"[""Witch wars proceeded Palermo's contact with Ancient Greece?""]";Witch wars proceeded Palermo's contact with Ancient Greece?;0
56f7d4f7aef2371900625c23;['What ultimately determined nobility?'];What ultimately determined nobility?;1
57288fbf3acd2414000dfb22;['When did Popper become an ordinary student rather than a guest at university?'];When did Popper become an ordinary student rather than a guest at university?;1
572f425b04bcaa1900d767eb;['What are the two standard antenna types?'];What are the two standard antenna types?;1
572843933acd2414000df807;['How soon after planes crashed into them did the WTC towers collapse?'];How soon after planes crashed into them did the WTC towers collapse?;1
57070e0c9e06ca38007e9343;['When was Punch indentured?'];When was Punch indentured?;1
57344c34acc1501500babdc2;['What can a bishop absolutely prohibit?'];What can a bishop absolutely prohibit?;1
5ad0b25f645df0001a2d0098;['When was Trinity College Dublin established?'];When was Trinity College Dublin established?;0
57276430dd62a815002e9c07;['What algae is the ancestor of true plants?'];What algae is the ancestor of true plants?;1
5a8c8edefd22b3001a8d8ae2;['FARMS was funded by whom?'];FARMS was funded by whom?;0
5ad0b86a645df0001a2d0160;['How many reasons in favor of the use of force did Burke present?'];How many reasons in favor of the use of force did Burke present?;0
5ad40158604f3c001a3ffd0c;['What Khitan leader rejected the Mongols?'];What Khitan leader rejected the Mongols?;0
57379829c3c5551400e51f40;['How many times less is the strenght of the weak field compared to the strong?'];How many times less is the strenght of the weak field compared to the strong?;1
5a42ceb04a4859001aac7330;['What else besides direction is symmetry attributed to?'];What else besides direction is symmetry attributed to?;0
5ad03a1a77cf76001a686e6d;['When did Great Britain gain its colonies in North America?'];When did Great Britain gain its colonies in North America?;0
5acfc7cd77cf76001a685f2d;['What is the feature of zinc sulfide that makes it dangerous in television screens?'];What is the feature of zinc sulfide that makes it dangerous in television screens?;0
5a2d5d6df28ef0001a5264e9;['What is the average family size for same-sex married couples?'];What is the average family size for same-sex married couples?;0
5a5fa126eae51e001ab14b49;['What tradition did Marvel embrace?'];What tradition did Marvel embrace?;0
5ad403ea604f3c001a3ffda4;['Who wrote The History of Prince Mary?'];Who wrote The History of Prince Mary?;0
572a07c11d046914007796d8;['What do tribes use Google Earth and GPS for?'];What do tribes use Google Earth and GPS for?;1
5ad1acf3645df0001a2d21b4;['What temperature does a typical 60-hour-life projection bulb operate?'];What temperature does a typical 60-hour-life projection bulb operate?;0
5ad3fe0d604f3c001a3ffc1c;['What is the most common form of Norman art in churches?'];What is the most common form of Norman art in churches?;0
573177ab05b4da19006bd1d7;['What indigenous population is now virtually extinct?'];What indigenous population is now virtually extinct?;1
56d367d259d6e414001462fa;['What show in New Zealand was the inspiration for the British Series Pop Idol?'];What show in New Zealand was the inspiration for the British Series Pop Idol?;1
5acd455207355d001abf3b88;['Which signals are based on the ABCD principle?'];Which signals are based on the ABCD principle?;0
56e032687aa994140058e357;['What format did adult comics begin to be published in?'];What format did adult comics begin to be published in?;1
5ad37006604f3c001a3fe241;['In what year did Bill C-60 fail?'];In what year did Bill C-60 fail?;0
573014c3a23a5019007fcd25;['What is the term that refers to areas where an antennas radiation is zero?'];What is the term that refers to areas where an antennas radiation is zero?;1
56e19a3ee3433e1400422ff8;['When homens loses /n/, it becomes what word?'];When homens loses /n/, it becomes what word?;1
56f9052e9e9bad19000a07e7;['What are these resources collected for?'];What are these resources collected for?;1
5a774ac42d6d7f001a4a9fb2;['How many newspapers are there in Spain?'];How many newspapers are there in Spain?;0
5acf6cd977cf76001a684df8;['What is the annual average temperature?'];What is the annual average temperature?;0
5727bce93acd2414000deb0f;['In what year was the Soviet Union disbanded?'];In what year was the Soviet Union disbanded?;1
5a81cbef31013a001a334ee5;['What do quotient groups describe by themselves?'];What do quotient groups describe by themselves?;0
570c02e4ec8fbc190045bc17;['What are later added to the landing by advanced gymnasts?'];What are later added to the landing by advanced gymnasts?;1
56cda75062d2951400fa67c5;['Which sites gave the Wii copy of Twilight Princess scores of 95% and 95?'];Which sites gave the Wii copy of Twilight Princess scores of 95% and 95?;1
5731322905b4da19006bce90;['What color did sixth rank Song dynasty officials wear?'];What color did sixth rank Song dynasty officials wear?;1
5ad29277d7d075001a429ab8;['When was the Greece that we know today unofficially formed?'];When was the Greece that we know today unofficially formed?;0
5727ff303acd2414000df1b7;['Where is the primary mission of the European Central Bank listed?'];Where is the primary mission of the European Central Bank listed?;1
572807b82ca10214002d9c03;['USB connects what?'];USB connects what?;1
570e1f340dc6ce1900204dcb;['Who is interested in the effects of harsh environment on humans?'];Who is interested in the effects of harsh environment on humans?;1
56e85fee00c9c71400d77671;['What is the official language of Bern?'];What is the official language of Bern?;1
56f6f1073d8e2e1400e372d0;['What has allowed Classical musicians to perform music from many centuries ago?'];What has allowed Classical musicians to perform music from many centuries ago?;1
5ad154fd645df0001a2d17ca;['In what year did Sergei Bulgakov attend the Second Council of Nicaea?'];In what year did Sergei Bulgakov attend the Second Council of Nicaea?;0
5acd414c07355d001abf3a96;['What is the uncalibrated accuracy of the BeiDou second generation system?'];What is the uncalibrated accuracy of the BeiDou second generation system?;0
5726def0f1498d1400e8ee34;['What supports 48,027 characters?'];What supports 48,027 characters?;1
572ed5ccdfa6aa1500f8d429;['What was the result of the weakening of both Prussia and Austria?'];What was the result of the weakening of both Prussia and Austria?;1
5709aacc200fba1400368242;['Whan was NCAZ founded?'];Whan was NCAZ founded?;1
56f95a919b226e1400dd1390;['What did the Japanese occupy on September 30, 1914?'];What did the Japanese occupy on September 30, 1914?;1
5731ae300fdd8d15006c643f;['What act alone had power in Roman thought?'];What act alone had power in Roman thought?;1
56cffcf3234ae51400d9c20f;"[""How many of Chopin's Polish songs did Liszt transliterate for piano?""]";How many of Chopin's Polish songs did Liszt transliterate for piano?;1
5ace129332bba1001ae49a47;['What definition of the mountains remains constant?'];What definition of the mountains remains constant?;0
5aceded532bba1001ae4b7dd;['Who first researched the original observation of Neptune?'];Who first researched the original observation of Neptune?;0
57265e97708984140094c3c5;['How do cestids swim?'];How do cestids swim?;1
5a668029f038b7001ab0bee6;['What involves encoding information using fewer bits than the channel coding?'];What involves encoding information using fewer bits than the channel coding?;0
5a6b8d93a9e0c9001a4e9f78;['What fraction of MIs are discovered with blood enzyme tests?'];What fraction of MIs are discovered with blood enzyme tests?;0
5a7e349470df9f001a87555a;['What reputation does machine translations lose?'];What reputation does machine translations lose?;0
5aceb9df32bba1001ae4b1e3;['Where is Gaul not currently located?'];Where is Gaul not currently located?;0
570d4876b3d812140066d63a;['What German advantages were discerned by other countries in the aftermath?'];What German advantages were discerned by other countries in the aftermath?;1
572ebe14cb0c0d14000f14f0;"['Which term that the Quran uses for itself means ""news""?']";"Which term that the Quran uses for itself means ""news""?";1
5acd6fb407355d001abf4226;['What type of aircraft carriers did these ship conversions give rise to in 1972?'];What type of aircraft carriers did these ship conversions give rise to in 1972?;0
57351665acc1501500bac3f7;['Hunting has significant financial impact in what country?'];Hunting has significant financial impact in what country?;1
5726f28b5951b619008f8326;['What other factor is relevant to the competitive exclusion principle?'];What other factor is relevant to the competitive exclusion principle?;1
5a35d653788daf001a5f86a1;['What are short round bedrock knobs?'];What are short round bedrock knobs?;0
5a8308fde60761001a2eb320;['What must an infectious agent prevent to cause disease?'];What must an infectious agent prevent to cause disease?;0
56df4ae18bc80c19004e4a22;['UNFPA was originally administered by what U.N. body?'];UNFPA was originally administered by what U.N. body?;1
56e1e388e3433e14004231e9;['What is this distinction similar to?'];What is this distinction similar to?;1
5ad2463dd7d075001a428ae6;['Who developed an order where its members had a homogeneous spirituality?'];Who developed an order where its members had a homogeneous spirituality?;0
56f719c23d8e2e1400e37354;['A reserving party to a treaty may include a statement that attempts to do what to its legal obligations or their effects?'];A reserving party to a treaty may include a statement that attempts to do what to its legal obligations or their effects?;1
572693fddd62a815002e8a16;['Because Dutch has many vowel sounds and compound words, what occurs frequently in Dutch spelling?'];Because Dutch has many vowel sounds and compound words, what occurs frequently in Dutch spelling?;1
5acf6d3877cf76001a684e06;['What style of comics did Japan have a long history with prior to World War I?'];What style of comics did Japan have a long history with prior to World War I?;0
56d07602234ae51400d9c2f4;['What are the Three Jewels of the Buddhist tradition?'];What are the Three Jewels of the Buddhist tradition?;1
572997463f37b319004784c0;['What insect can walk on the surface of water?'];What insect can walk on the surface of water?;1
5a544d4c134fea001a0e1702;['What are two fringe denominations of Islam?'];What are two fringe denominations of Islam?;0
56e114f2e3433e1400422ba6;['What is the name of the peninsula Boston was founded on?'];What is the name of the peninsula Boston was founded on?;1
5ad22892d7d075001a428563;['Who led the National Lottery in 1995?'];Who led the National Lottery in 1995?;0
5726d752dd62a815002e9211;"[""The 2008 study related to Napoleon's death found that hair collected from Napoleon's hair as well as that of his family and contemporaries, had arsenic levels approximately how many times higher than current averages?""]";The 2008 study related to Napoleon's death found that hair collected from Napoleon's hair as well as that of his family and contemporaries, had arsenic levels approximately how many times higher than current averages?;1
5725c0c789a1e219009abdeb;['In which style are many of the smaller reception rooms furnished in?'];In which style are many of the smaller reception rooms furnished in?;1
5726856d708984140094c8d0;['The Cubs had a Class A minor league affiliation on two occasions with who?'];The Cubs had a Class A minor league affiliation on two occasions with who?;1
5728b510ff5b5019007da51a;['What is the name of the football club in Paris?'];What is the name of the football club in Paris?;1
572a80b8111d821400f38b70;['Under what government system does Miami operate?'];Under what government system does Miami operate?;1
573108b205b4da19006bcd03;['Where does the author state that the Roman Catholic Church received her facts and confirmations ?'];Where does the author state that the Roman Catholic Church received her facts and confirmations ?;1
5a303d02f1f7c7001ab92cf4;['When was the Greek philosopher Philo born?'];When was the Greek philosopher Philo born?;0
5726af505951b619008f7a49;['What type of brushes are cheapest?'];What type of brushes are cheapest?;1
5a5a48ea9c0277001abe70f3;['What form of music combined the clean sound of heavy guitar to produce feedback?'];What form of music combined the clean sound of heavy guitar to produce feedback?;0
5ad2cf36d7d075001a42a308;['How many songs does the Law Review publish each year?'];How many songs does the Law Review publish each year?;0
57324f330fdd8d15006c6957;['What role did Eisenhower believe he could not fulfill if he was believed to want to become involved in politics?'];What role did Eisenhower believe he could not fulfill if he was believed to want to become involved in politics?;1
573632886c16ec1900b9299b;['What do the proceeds from hunting assist with?'];What do the proceeds from hunting assist with?;1
57324bd1b9d445190005e9dd;['What do Jehovah Witnesses refer to their weekly services as?'];What do Jehovah Witnesses refer to their weekly services as?;1
56df0d11c65bf219000b3f0b;['Who are the highest ranking cardinals in the Catholic Church?'];Who are the highest ranking cardinals in the Catholic Church?;1
5a7d388a70df9f001a875017;['What were the causes of cultivation in early farm towns?'];What were the causes of cultivation in early farm towns?;0
5731bd48e17f3d1400422365;['youtube is completely what in some places?'];youtube is completely what in some places?;1
572a6832d562191400bc86c9;['What percent is the rotavirus responsible for in diarrheal disease deaths?'];What percent is the rotavirus responsible for in diarrheal disease deaths?;1
5ad41ef0604f3c001a400672;"[""What type of school wasn't the Avery Normal Institute?""]";What type of school wasn't the Avery Normal Institute?;0
56cf1a05aab44d1400b88d7b;['How many high-rises were present in New York City in 2011?'];How many high-rises were present in New York City in 2011?;1
5ad68fcb191832001aa7b1f3;['What type of lines does wove paper exhibit?'];What type of lines does wove paper exhibit?;0
56fde89119033b140034cdaf;['What was the nickname of the Manchester Small-Scale Experimental Machine?'];What was the nickname of the Manchester Small-Scale Experimental Machine?;1
5a4e9ad0755ab9001a10f52e;['Why are runway designs left-handed?'];Why are runway designs left-handed?;0
56db059de7c41114004b4c5a;['The winner also receives a management contract with which company?'];The winner also receives a management contract with which company?;1
572b6762be1ee31400cb8360;['What other American territory has these beetles that have infested Guam?'];What other American territory has these beetles that have infested Guam?;1
5730b8f5396df919000962dc;['What did Enkidu become and do after consuming seven jugs of beer?'];What did Enkidu become and do after consuming seven jugs of beer?;1
5733d858d058e614000b63c8;"[""What does Montana's motto mean?""]";What does Montana's motto mean?;1
56cef300aab44d1400b88cff;['On what date did the Occupy Wall Street protests commence?'];On what date did the Occupy Wall Street protests commence?;1
5ad3fdac604f3c001a3ffbf5;"['What state\'s law says that death sentences must not take place in an ""enclosure""?']";"What state's law says that death sentences must not take place in an ""enclosure""?";0
57312cffa5e9cc1400cdbcc1;['What had the civilizations in the Americas achieved by the time the Europeans encountered them?'];What had the civilizations in the Americas achieved by the time the Europeans encountered them?;1
57322b3ce17f3d14004226dd;['How many U.S. aircrews were lost?'];How many U.S. aircrews were lost?;1
5a7b580921c2de001afe9f24;"[""What percentage did independent companies' energy production decrease between 2007 and 2010?""]";What percentage did independent companies' energy production decrease between 2007 and 2010?;0
56ddd58e66d3e219004dad0d;['Which law firm leveraged Wayback Machine to protect their client in 2003?'];Which law firm leveraged Wayback Machine to protect their client in 2003?;1
5726f7b0708984140094d74b;['When was the Nigerian EFCC created?'];When was the Nigerian EFCC created?;1
56e0f229231d4119001ac4b2;['The first American to travel into space was whom?'];The first American to travel into space was whom?;1
5acfbb4977cf76001a685af0;['What kind of geography is not in Zhejiang?'];What kind of geography is not in Zhejiang?;0
57313b9a497a881900248ca7;['The loss of what caused the Vasafua islet to become a sand bar due to Cyclone Pam?'];The loss of what caused the Vasafua islet to become a sand bar due to Cyclone Pam?;1
5726e8eb708984140094d589;['What scientific term is used to describe organisms that are brightly colored as a warning to predators?'];What scientific term is used to describe organisms that are brightly colored as a warning to predators?;1
5730c2c8b7151e1900c01522;['Sumerians used number systems which included what alternating bases?'];Sumerians used number systems which included what alternating bases?;1
56d548552593cc1400307b1b;['How many homes had been rebuilt?'];How many homes had been rebuilt?;1
5725e93b38643c19005ace6f;['When was Antigonus II Mattathias executed?'];When was Antigonus II Mattathias executed?;1
573003bda23a5019007fcc47;['What season is the wettest in Charleston?'];What season is the wettest in Charleston?;1
5a5790b5770dc0001aeefc97;"[""Who holds that Hirsch's views are accurate?""]";Who holds that Hirsch's views are accurate?;0
5705fc5b75f01819005e7833;['How do birds conserve energy?'];How do birds conserve energy?;1
5a81df6631013a001a334f2d;['What do current tenants of humanism avoid?'];What do current tenants of humanism avoid?;0
572b4fecbe1ee31400cb831c;['What conflict did the Organic Act come after?'];What conflict did the Organic Act come after?;1
56e8f6a899e8941900975f36;['How many bells make up the abbey ring?'];How many bells make up the abbey ring?;1
572656fbdd62a815002e8206;['How many members are in the Grand Lodge of England?'];How many members are in the Grand Lodge of England?;1
5a3c0860cc5d22001a521d55;['Who provided to be compitent at ruling the provinces?'];Who provided to be compitent at ruling the provinces?;0
57098dbded30961900e842f5;['what sometimes prefers a more lenient position on Dietray laws?'];what sometimes prefers a more lenient position on Dietray laws?;1
5ad26925d7d075001a4292c4;['When three forces act on a point particle, what happens?'];When three forces act on a point particle, what happens?;0
