Sentença	Id	Origem	Classe
Como são implementadas as operações de incorporar e desenfileirar elementos em uma pilha ?	18p0_pert_13	18p0	0
Como são implementadas as operações de identificar e desenfileirar elementos em uma pilha ?	18p0_pert_14	18p0	0
Como são implementadas as operações de organizar e desenfileirar elementos em uma pilha ?	18p0_pert_15	18p0	0
Como são implementadas as operações de reunir e desenfileirar elementos em uma pilha ?	18p0_pert_16	18p0	0
Como são implementadas as operações de colar e desenfileirar elementos em uma pilha ?	18p0_pert_17	18p0	0
Como são implementadas as operações de montar e desenfileirar elementos em uma pilha ?	18p0_pert_18	18p0	0
Como são implementadas as operações de unir e desenfileirar elementos em uma pilha ?	18p0_pert_19	18p0	0
Em uma pilha a operação de enfileirar ocorre em qual extremidade ?	19p0	19p0	1
Em uma pilha a operação de carga ocorre em qual extremidade ?	19p0_pert_0	19p0	0
Em uma pilha a operação de alimentação ocorre em qual extremidade ?	19p0_pert_1	19p0	0
Em uma pilha a operação de saída ocorre em qual extremidade ?	19p0_pert_2	19p0	0
Em uma pilha a operação de montagem ocorre em qual extremidade ?	19p0_pert_3	19p0	0
Em uma pilha a operação de leitura ocorre em qual extremidade ?	19p0_pert_4	19p0	0
Em uma pilha a operação de ligação ocorre em qual extremidade ?	19p0_pert_5	19p0	0
Em uma pilha a operação de rotação ocorre em qual extremidade ?	19p0_pert_6	19p0	0
Em uma pilha a operação de expansão ocorre em qual extremidade ?	19p0_pert_7	19p0	0
Em uma pilha a operação de entrada ocorre em qual extremidade ?	19p0_pert_8	19p0	0
Em uma pilha a operação de escrita ocorre em qual extremidade ?	19p0_pert_9	19p0	0
Em uma pilha a operação de partida ocorre em qual extremidade ?	19p0_pert_10	19p0	0
Em uma pilha a operação de tensão ocorre em qual extremidade ?	19p0_pert_11	19p0	0
Em uma pilha a operação de pilha ocorre em qual extremidade ?	19p0_pert_12	19p0	0
Em uma pilha a operação de equilíbrio ocorre em qual extremidade ?	19p0_pert_13	19p0	0
Em uma pilha a operação de carregar ocorre em qual extremidade ?	19p0_pert_14	19p0	0
Em uma pilha a operação de condução ocorre em qual extremidade ?	19p0_pert_15	19p0	0
Em uma pilha a operação de aquecimento ocorre em qual extremidade ?	19p0_pert_16	19p0	0
Em uma pilha a operação de armazenamento ocorre em qual extremidade ?	19p0_pert_17	19p0	0
Em uma pilha a operação de operação ocorre em qual extremidade ?	19p0_pert_18	19p0	0
Em uma pilha a operação de potência ocorre em qual extremidade ?	19p0_pert_19	19p0	0
Em uma fila a operação de empilhar ocorre em qual extremidade ?	20p0	20p0	1
Em uma fila a operação de empilhar ocorre em qual extremidade ?	20p0_pert_0	20p0	0
Em uma fila a operação de empilhar acontece em qual extremidade ?	20p0_pert_1	20p0	0
Em uma fila a operação de empilhar é em qual extremidade ?	20p0_pert_2	20p0	0
Em uma fila a operação de empilhar começa em qual extremidade ?	20p0_pert_3	20p0	0
Em uma fila a operação de empilhar termina em qual extremidade ?	20p0_pert_4	20p0	0
Em uma fila a operação de empilhar está em qual extremidade ?	20p0_pert_5	20p0	0
Em uma fila a operação de empilhar inicia em qual extremidade ?	20p0_pert_6	20p0	0
Em uma fila a operação de empilhar será em qual extremidade ?	20p0_pert_7	20p0	0
Em uma fila a operação de empilhar fica em qual extremidade ?	20p0_pert_8	20p0	0
Em uma fila a operação de empilhar , em qual extremidade ?	20p0_pert_9	20p0	0
Em uma fila a operação de empilhar consiste em qual extremidade ?	20p0_pert_10	20p0	0
Em uma fila a operação de empilhar ocorreu em qual extremidade ?	20p0_pert_11	20p0	0
Em uma fila a operação de empilhar funciona em qual extremidade ?	20p0_pert_12	20p0	0
Em uma fila a operação de empilhar resulta em qual extremidade ?	20p0_pert_13	20p0	0
Em uma fila a operação de empilhar seria em qual extremidade ?	20p0_pert_14	20p0	0
Em uma fila a operação de empilhar aparece em qual extremidade ?	20p0_pert_15	20p0	0
Em uma fila a operação de empilhar cai em qual extremidade ?	20p0_pert_16	20p0	0
Em uma fila a operação de empilhar para em qual extremidade ?	20p0_pert_17	20p0	0
Em uma fila a operação de empilhar continua em qual extremidade ?	20p0_pert_18	20p0	0
Em uma fila a operação de empilhar entra em qual extremidade ?	20p0_pert_19	20p0	0
