Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentence
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was stolen from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was stolen from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was stolen from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was stolen from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was stolen from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was stolen from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was stolen from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was stolen from the show ?
stolen	VERB	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was stolen from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was stolen from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was stolen from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was stolen from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_14	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was stolen from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was sacked from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was sacked from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was sacked from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was sacked from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was sacked from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was sacked from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was sacked from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was sacked from the show ?
sacked	VERB	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was sacked from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was sacked from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was sacked from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was sacked from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_15	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was sacked from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was released from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was released from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was released from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was released from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was released from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was released from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was released from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was released from the show ?
released	VERB	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was released from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was released from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was released from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was released from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_16	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was released from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was kidnapped from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was kidnapped from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was kidnapped from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was kidnapped from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was kidnapped from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was kidnapped from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was kidnapped from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was kidnapped from the show ?
kidnapped	VERB	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was kidnapped from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was kidnapped from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was kidnapped from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was kidnapped from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_17	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was kidnapped from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was stealing from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was stealing from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was stealing from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was stealing from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was stealing from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was stealing from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was stealing from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was stealing from the show ?
stealing	VERB	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was stealing from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was stealing from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was stealing from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was stealing from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_18	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was stealing from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was home from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was home from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was home from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was home from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was home from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was home from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was home from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was home from the show ?
home	ADV	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was home from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was home from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was home from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was home from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_19	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was home from the show ?
